Comm_name,t_switch,t_target,M0,n_present,n_producers,output,P_final,glv1_failed,glv2_failed
comm_526,9.907404702243374,9.879838477295426,5.282117841034883,8,2,1.9600337026441006,1.9600337026441002,FALSE,FALSE
comm_527,9.045589629505141,9.238359905234507,11.965155725899105,12,5,7.871450224714673,7.871450224714677,FALSE,FALSE
comm_528,9.495439115,9.410284498246478,6.298788116555314,12,4,8.820689641833289,8.820689642,FALSE,FALSE
comm_529,9.730155899734294,9.618881300255305,5.3617150411949455,11,2,1.2566850213008571,1.2566850213008576,FALSE,FALSE
comm_530,10.175537043894327,9.995746057626793,6.535065132894204,11,5,5.080188725862518,5.080188725862518,FALSE,FALSE
comm_531,9.150154348602413,9.504603379,6.620643718,8,3,7.044099713280591,7.0440997132805965,FALSE,FALSE
comm_532,11.290905847165405,11.190689005873269,9.146853458,10,3,4.558315278577959,4.558315278577957,FALSE,FALSE
comm_533,11.642196106876273,11.785086828895663,17.231202272426277,10,3,14.88745314846174,14.887453148461738,FALSE,FALSE
comm_534,8.616509677164672,8.503842353686663,3.5511383730318684,11,3,2.962429021028253,2.9624290210282522,FALSE,FALSE
comm_535,10.376373363714103,10.67645707697656,8.014130991328102,12,4,8.393562171166831,8.393562171166835,FALSE,FALSE
comm_536,12.409995790901982,12.712038934708637,23.280709330495323,11,5,16.188071991908824,16.18807199190883,FALSE,FALSE
comm_537,8.537848597974595,8.60157396,4.223818755183304,12,3,7.9145131318936475,7.914513131893648,FALSE,FALSE
comm_538,8.582501292722387,8.517244737223619,8.343031984,11,3,12.371020711489287,12.371020711489287,FALSE,FALSE
comm_539,12.931930488825138,13,10.903423162694388,8,5,8.68582031,8.68582031,FALSE,FALSE
comm_540,11.281577049159484,11.42407882158068,15.171896709820517,9,4,23.23862851122452,23.238628511224515,FALSE,FALSE
comm_541,10.578891894732951,10.57844066,13.997402391957364,11,2,3.576330260764017,3.5763302607640166,FALSE,FALSE
comm_542,9.868900942288244,9.872402347,3.1432822384932533,11,5,5.710118768,5.710118768039959,FALSE,FALSE
comm_543,8.510222809,8.372903844414928,3.5239910557662957,9,4,2.864057837225303,2.8640578372253027,FALSE,FALSE
comm_544,8.284421271,8.513393464,4.463758008,8,3,3.3597874220015886,3.3597874220015873,FALSE,FALSE
comm_545,9.087759617,9.218021107779473,5.400990096227235,12,5,19.569217783410757,19.569217783410753,FALSE,FALSE
comm_546,11.110690659859838,10.921237129969239,6.220995487631234,8,4,5.573208147604559,5.573208148,FALSE,FALSE
comm_547,11.81308673679439,11.316787888927669,8.183134501838438,8,4,5.239582922206967,5.239582922206973,FALSE,FALSE
comm_548,10.29251311995019,9.985121465514254,4.949840984477293,9,4,3.438871976105773,3.4388719761057707,FALSE,FALSE
comm_549,11.610860614193196,11.826759583948876,10.55966951265477,8,5,10.128885326638937,10.128885326638938,FALSE,FALSE
comm_550,11.533987797254076,11.494593152655652,10.427402614165224,9,2,7.393422869166143,7.393422869166144,FALSE,FALSE
comm_551,11.356856102747535,11.316716562938506,12.431358739817634,10,4,4.642922743231725,4.6429227432317255,FALSE,FALSE
comm_552,11.144374916845472,11.363535645102731,5.704459562724387,9,5,8.888555262978079,8.888555262978079,FALSE,FALSE
comm_553,8.316614354769111,8.321490679946473,3.5560106670872047,12,2,4.520457779111034,4.5204577791110285,FALSE,FALSE
comm_554,10.282678393310677,10.281722234323814,6.324083130223239,10,5,9.960442041197862,9.960442041197867,FALSE,FALSE
comm_555,12.036799967392556,11.962084938397686,9.864475278826278,9,4,4.436733000945663,4.436733000945661,FALSE,FALSE
comm_556,9.380815306224212,9.282012294431622,2.7561995135291784,9,3,5.086824892880048,5.086824893,FALSE,FALSE
comm_557,12.509245330564259,12.964189837005827,7.857859194038476,8,2,1.4644275442346637,1.4644275442346626,FALSE,FALSE
comm_558,10.312717509531716,10.276047819354194,14.268837857729862,9,4,13.771739275902387,13.771739275902378,FALSE,FALSE
comm_559,8.844026896316239,8.993044336,4.756276902368591,10,2,0.8018106193539352,0.801810619,FALSE,FALSE
comm_560,8.785514859341262,8.781849966202241,5.013246669996207,8,4,12.040861446880843,12.040861446880836,FALSE,FALSE
comm_561,10.31702986957093,10.300645614679505,7.883322654510195,12,5,13.963566867609211,13.963566867609211,FALSE,FALSE
comm_562,10.34221803345242,10.495069276091996,12.082208860217715,12,5,8.967575428408763,8.967575428,FALSE,FALSE
comm_563,9.944182286274408,9.896832412185857,8.337035979333702,9,5,11.581880171586874,11.581880171586873,FALSE,FALSE
comm_564,9.524201013664657,9.591492560165765,11.02724411421803,10,4,9.951500677703743,9.951500677703743,FALSE,FALSE
comm_565,9.351157138277342,9.304711549,3.249674262993859,10,3,3.4990751796602835,3.499075179660285,FALSE,FALSE
comm_566,9.252686357912896,9.428592010715741,10.457347872092958,9,2,7.9510057154220615,7.951005715,FALSE,FALSE
comm_567,9.413837159295518,9.273564416087638,4.774098719052161,9,2,1.5410163337871996,1.541016334,FALSE,FALSE
comm_568,10.266877678440874,10.33192899130628,9.515402140819457,12,2,7.672144751029841,7.672144751029843,FALSE,FALSE
comm_569,10.700504346733222,10.71336861858574,8.863471827768983,9,4,4.459068978349812,4.459068978349813,FALSE,FALSE
comm_570,11.438662410516601,11.537428535451822,10.968576635161769,11,3,7.923067838567408,7.923067838567406,FALSE,FALSE
comm_571,9.947630351058026,9.953923533473077,4.243123455851863,12,3,3.579417175633324,3.579417175633324,FALSE,FALSE
comm_572,10.957020193000346,10.958137375775971,17.235720052280595,10,4,22.425256734859545,22.425256734859552,FALSE,FALSE
comm_573,9.713649394,9.726402340600487,9.587321964600518,12,3,3.255381146498822,3.2553811464988205,FALSE,FALSE
comm_574,8.831429414693485,8.912149380503925,5.6072285949966085,9,3,5.5427804197913115,5.5427804197913115,FALSE,FALSE
comm_575,10.674602819029197,10.753131971125237,7.337599872,11,3,3.516181303,3.5161813034530978,FALSE,FALSE
comm_576,7.6176126660462975,7.628512653886489,2.4494532139126033,10,4,6.950389633064825,6.950389633064824,FALSE,FALSE
comm_577,9.926984357998233,9.934257191772947,4.111102525,9,3,3.3908009927939915,3.3908009927939915,FALSE,FALSE
comm_578,10.669976438620719,10.711328817148726,11.181124752641603,9,4,8.812858223432345,8.812858223,FALSE,FALSE
comm_579,11.06674223417187,11.222045965252917,9.118519817854862,12,4,6.163998184086435,6.163998184086431,FALSE,FALSE
comm_580,9.919786803191261,9.827667033524508,10.23426173896047,12,2,2.053751261690664,2.053751261690663,FALSE,FALSE
comm_581,9.740481935371637,9.814169473,6.6683005423629815,12,3,12.072372916135476,12.07237291613548,FALSE,FALSE
comm_582,9.313354357091741,9.264091070449606,4.393306367072645,11,4,4.461029784419075,4.4610297844190745,FALSE,FALSE
comm_583,8.752537338040149,9.137693034437124,3.976384646542819,9,2,5.585853608935792,5.585853608935791,FALSE,FALSE
comm_584,11.583189691527647,11.47661609477316,19.14789071,10,3,4.839705595698101,4.839705596,FALSE,FALSE
comm_585,10.748595159668543,10.718369644825225,9.057494793209983,11,2,5.024274809686082,5.024274809686083,FALSE,FALSE
comm_586,10.38439916458014,10.457503837044207,11.464499020420892,11,5,14.577323266050193,14.57732327,FALSE,FALSE
comm_587,9.967256788267958,10.067002150605152,9.504102226,9,5,10.622950299575804,10.622950299575818,FALSE,FALSE
comm_588,11.025186096344052,10.962139213268289,8.64810386,10,4,3.763346678456455,3.763346678456454,FALSE,FALSE
comm_589,11.862893248686719,11.872512779195269,17.09032037025755,10,5,12.295421642094997,12.295421642094993,FALSE,FALSE
comm_590,9.459921017287321,9.478768184395376,6.307236511,10,5,14.237751068847427,14.237751068847427,FALSE,FALSE
comm_591,11.14450317053288,11.292384581725885,7.950801939731505,8,2,2.702395814660492,2.702395814660491,FALSE,FALSE
comm_592,9.226673115780825,9.378550360408903,4.174941438,8,4,8.015600966908696,8.015600966908693,FALSE,FALSE
comm_593,9.728983239660376,9.783415669288356,8.653416287688298,11,3,3.8596071971275876,3.859607197,FALSE,FALSE
comm_594,11.512992851952479,11.502391321580378,12.29037298802522,11,2,9.162607904206125,9.162607904206125,FALSE,FALSE
comm_595,11.362120799102685,11.335365927502016,16.802350209400345,12,5,14.545319377743402,14.545319377743398,FALSE,FALSE
comm_596,9.674629024742568,9.684395304919722,13.508794260783946,11,3,13.359853233278178,13.35985323327818,FALSE,FALSE
comm_597,7.799889240347873,7.846669512543517,3.149674933502443,10,4,14.879605740975125,14.879605740975128,FALSE,FALSE
comm_598,10.851896084794893,10.857821603319094,11.134636796004216,12,2,3.7068556153488155,3.7068556153488137,FALSE,FALSE
comm_599,7.483577215935361,7.647496413625189,2.310291967749461,9,5,6.7045792348797555,6.704579234879758,FALSE,FALSE
