Comm_name,Time,sp1,sp2,sp3,sp4,sp5
comm2,9.0,0.0,0.11203880093542032,0.0,0.0,0.0
comm2,10.0,0.0,0.14014296097441908,0.0,0.0,0.0
comm2,11.0,0.0,0.16481842966977622,0.0,0.0,0.0
comm2,12.0,0.0,0.18417290904260938,0.0,0.0,0.0
comm2,13.0,0.0,0.19805386030425576,0.0,0.0,0.0
comm2,14.0,0.0,0.17754288375566205,0.0,0.0,0.0
comm2,15.0,0.0,0.14984401309540496,0.0,0.0,0.0
comm2,16.0,0.0,0.13296846122995887,0.0,0.0,0.0
comm2,17.0,0.0,0.12180913090185352,0.0,0.0,0.0
comm2,18.0,0.0,0.11402456976679352,0.0,0.0,0.0
comm2,19.0,0.0,0.10838964817760152,0.0,0.0,0.0
comm2,20.0,0.0,0.1042007959828322,0.0,0.0,0.0
comm3,0.0,0.0,0.0,0.0128460489429023,0.0,0.0
comm3,1.0,0.0,0.0,0.047847409836772076,0.0,0.0
comm3,2.0,0.0,0.0,0.16533132970077635,0.0,0.0
comm3,3.0,0.0,0.0,0.45972053071005914,0.0,0.0
comm3,4.0,0.0,0.0,0.8582978551695725,0.0,0.0
comm3,5.0,0.0,0.0,0.9263376880831955,0.0,0.0
comm3,6.0,0.0,0.0,0.6796471193267947,0.0,0.0
comm3,7.0,0.0,0.0,0.5881518853290126,0.0,0.0
comm3,8.0,0.0,0.0,0.5452724963624751,0.0,0.0
comm3,9.0,0.0,0.0,0.5229988226798548,0.0,0.0
comm3,10.0,0.0,0.0,0.5108103832990664,0.0,0.0
comm3,11.0,0.0,0.0,0.5039497551316234,0.0,0.0
comm3,12.0,0.0,0.0,0.5000266940018069,0.0,0.0
comm3,13.0,0.0,0.0,0.4977631332594538,0.0,0.0
comm3,14.0,0.0,0.0,0.49645019775765165,0.0,0.0
comm3,15.0,0.0,0.0,0.4956864154885731,0.0,0.0
comm3,16.0,0.0,0.0,0.4952416255471287,0.0,0.0
comm3,17.0,0.0,0.0,0.4949819908414216,0.0,0.0
comm3,18.0,0.0,0.0,0.49483035676823395,0.0,0.0
comm3,19.0,0.0,0.0,0.49474210450014905,0.0,0.0
comm3,20.0,0.0,0.0,0.4946904141262349,0.0,0.0
comm4,0.0,0.0,0.0,0.0,0.0155358430535773,0.0
comm4,1.0,0.0,0.0,0.0,0.03233192681901726,0.0
comm4,2.0,0.0,0.0,0.0,0.06305432989270954,0.0
comm4,3.0,0.0,0.0,0.0,0.11028175213327772,0.0
comm4,4.0,0.0,0.0,0.0,0.1664775891243771,0.0
comm4,5.0,0.0,0.0,0.0,0.2161059874185226,0.0
comm4,6.0,0.0,0.0,0.0,0.24964652754183683,0.0
comm4,7.0,0.0,0.0,0.0,0.26842194380605844,0.0
comm4,8.0,0.0,0.0,0.0,0.277838953222435,0.0
comm4,9.0,0.0,0.0,0.0,0.21100558155465376,0.0
comm4,10.0,0.0,0.0,0.0,0.17149515320077968,0.0
comm4,11.0,0.0,0.0,0.0,0.15094613058135603,0.0
comm4,12.0,0.0,0.0,0.0,0.13885052453318233,0.0
comm4,13.0,0.0,0.0,0.0,0.13120667410093131,0.0
comm4,14.0,0.0,0.0,0.0,0.12615743611336333,0.0
comm4,15.0,0.0,0.0,0.0,0.12272385556978693,0.0
comm4,16.0,0.0,0.0,0.0,0.12034258996193196,0.0
comm4,17.0,0.0,0.0,0.0,0.11866855660525091,0.0
comm4,18.0,0.0,0.0,0.0,0.11748052841482329,0.0
comm4,19.0,0.0,0.0,0.0,0.11663158213618968,0.0
comm4,20.0,0.0,0.0,0.0,0.11602206113860881,0.0
comm5,0.0,0.0,0.0,0.0,0.0,0.001
comm5,1.0,0.0,0.0,0.0,0.0,0.003178944353119152
comm5,2.0,0.0,0.0,0.0,0.0,0.010028185730447524
comm5,3.0,0.0,0.0,0.0,0.0,0.030889979963990285
comm5,4.0,0.0,0.0,0.0,0.0,0.08878586464019568
comm5,5.0,0.0,0.0,0.0,0.0,0.21523632877248713
comm5,6.0,0.0,0.0,0.0,0.0,0.38881310895993154
comm5,7.0,0.0,0.0,0.0,0.0,0.5203506316370391
comm5,8.0,0.0,0.0,0.0,0.0,0.5820753264486833
comm5,9.0,0.0,0.0,0.0,0.0,0.3975321255889453
comm5,10.0,0.0,0.0,0.0,0.0,0.32364517148227023
comm5,11.0,0.0,0.0,0.0,0.0,0.2897814177259145
comm5,12.0,0.0,0.0,0.0,0.0,0.27189451228083505
comm5,13.0,0.0,0.0,0.0,0.0,0.2617366534281779
comm5,14.0,0.0,0.0,0.0,0.0,0.25572962714529435
comm5,15.0,0.0,0.0,0.0,0.0,0.25209198665799254
comm5,16.0,0.0,0.0,0.0,0.0,0.24985742507623362
comm5,17.0,0.0,0.0,0.0,0.0,0.2484726702963546
comm5,18.0,0.0,0.0,0.0,0.0,0.24760974643126107
comm5,19.0,0.0,0.0,0.0,0.0,0.24707020488818246
comm5,20.0,0.0,0.0,0.0,0.0,0.24673237876368087
comm6,0.0,0.0,0.0,0.0044208964870617,0.0,0.0059642537055305
comm6,1.0,0.0,0.0,0.0168127514022628,0.0,0.018724168201690216
comm6,2.0,0.0,0.0,0.062429892879435185,0.0,0.05702927981076526
comm6,3.0,0.0,0.0,0.21277601836365612,0.0,0.16074666381290903
comm6,4.0,0.0,0.0,0.5686095065139496,0.0,0.3830763008723595
comm6,5.0,0.0,0.0,0.7838066196915467,0.0,0.5461587564053133
comm6,6.0,0.0,0.0,0.6699949059164867,0.0,0.4857442310474158
comm6,7.0,0.0,0.0,0.6182831622526956,0.0,0.4518368614196675
comm6,8.0,0.0,0.0,0.5917060118381958,0.0,0.43251624632344693
comm6,9.0,0.0,0.0,0.5771834490736744,0.0,0.42128757750793994
comm6,10.0,0.0,0.0,0.5689776055790542,0.0,0.41467710047701745
comm6,11.0,0.0,0.0,0.5642511696717517,0.0,0.4107575042546884
comm6,12.0,0.0,0.0,0.5614976969581552,0.0,0.40842535996595025
comm6,13.0,0.0,0.0,0.559882397613139,0.0,0.4070358179549371
comm6,14.0,0.0,0.0,0.5589306012997872,0.0,0.40620761819035117
comm6,15.0,0.0,0.0,0.5583683687892841,0.0,0.40571419104988293
comm6,16.0,0.0,0.0,0.5580359252953221,0.0,0.40542055413942907
comm6,17.0,0.0,0.0,0.5578387124572367,0.0,0.4052456008107587
comm6,18.0,0.0,0.0,0.5577219085975604,0.0,0.4051416078896791
comm6,19.0,0.0,0.0,0.5576526496569252,0.0,0.40507979527739785
comm6,20.0,0.0,0.0,0.5576115995175055,0.0,0.4050430892460294
comm7,0.0,0.0,0.0,0.0,0.013202114793954,0.0146140452229153
comm7,1.0,0.0,0.0,0.0,0.02801011035007433,0.044484941721216475
comm7,2.0,0.0,0.0,0.0,0.05710170585764557,0.12343775339328195
comm7,3.0,0.0,0.0,0.0,0.1088717851149524,0.2772426127148423
comm7,4.0,0.0,0.0,0.0,0.1851353402208369,0.4544951403030308
comm7,5.0,0.0,0.0,0.0,0.2379406707282709,0.49017709716018043
comm7,6.0,0.0,0.0,0.0,0.20695155142089094,0.369376230508873
comm7,7.0,0.0,0.0,0.0,0.18737521006408636,0.3205183167854193
comm7,8.0,0.0,0.0,0.0,0.17492667447206256,0.29608935495317185
comm7,9.0,0.0,0.0,0.0,0.16681169639358556,0.28257529533967446
comm7,10.0,0.0,0.0,0.0,0.1614138004627893,0.2746703232146828
comm7,11.0,0.0,0.0,0.0,0.157772883278629,0.2698886199658907
comm7,12.0,0.0,0.0,0.0,0.1552949949606319,0.2669333283947821
comm7,13.0,0.0,0.0,0.0,0.15359954531972453,0.2650798901696532
comm7,14.0,0.0,0.0,0.0,0.15243606630574247,0.26390510262317135
comm7,15.0,0.0,0.0,0.0,0.15163662092543534,0.26315451686883334
comm7,16.0,0.0,0.0,0.0,0.15108724485519975,0.26267202260296313
comm7,17.0,0.0,0.0,0.0,0.15070982175264513,0.26235997688527374
comm7,18.0,0.0,0.0,0.0,0.15045074022518082,0.2621572650441686
comm7,19.0,0.0,0.0,0.0,0.15027315727313253,0.2620251819353883
comm7,20.0,0.0,0.0,0.0,0.15015148919926885,0.26193862969300574
comm8,0.0,0.0,0.0,0.0,0.0025684243823813,0.0096803149338326
comm8,1.0,0.0,0.0,0.0,0.005675496280417563,0.029876678544350325
comm8,2.0,0.0,0.0,0.0,0.0125444915127906,0.08629238717648408
comm8,3.0,0.0,0.0,0.0,0.027842398027185616,0.21130729578259977
comm8,4.0,0.0,0.0,0.0,0.06141879178722027,0.38725080739223916
comm8,5.0,0.0,0.0,0.0,0.1259906145765681,0.5258863307241941
comm8,6.0,0.0,0.0,0.0,0.17801221712513135,0.46932342379949654
comm8,7.0,0.0,0.0,0.0,0.17442336572647477,0.3599152268700997
comm8,8.0,0.0,0.0,0.0,0.16876911566744687,0.3150410497626759
comm8,9.0,0.0,0.0,0.0,0.16378455928139438,0.29260918673710556
comm8,10.0,0.0,0.0,0.0,0.1599063312696751,0.28026953450947956
comm8,11.0,0.0,0.0,0.0,0.15702645394400028,0.27311208201085424
comm8,12.0,0.0,0.0,0.0,0.1549351934056093,0.26882553626142713
comm8,13.0,0.0,0.0,0.0,0.15343602289784491,0.2662049338288703
comm8,14.0,0.0,0.0,0.0,0.15237055607226813,0.2645800486615773
comm8,15.0,0.0,0.0,0.0,0.15161824441268035,0.26356219156955607
comm8,16.0,0.0,0.0,0.0,0.15108987655639716,0.2629195739363294
comm8,17.0,0.0,0.0,0.0,0.15072045650186708,0.2625109592106086
comm8,18.0,0.0,0.0,0.0,0.15046316742038443,0.2622497404677856
comm8,19.0,0.0,0.0,0.0,0.15028463438916204,0.2620820904135967
comm8,20.0,0.0,0.0,0.0,0.1501610855487676,0.2619737649842619
comm9,0.0,0.014600202438974,0.0,0.0,0.0023249592038752,0.0
comm9,1.0,0.021058020510101645,0.0,0.0,0.005010154143079883,0.0
comm9,2.0,0.02992137321889863,0.0,0.0,0.010588485143035254,0.0
comm9,3.0,0.04164922670740523,0.0,0.0,0.021635234044433363,0.0
comm9,4.0,0.056410431272367126,0.0,0.0,0.04175084890287658,0.0
comm9,5.0,0.07381461578597781,0.0,0.0,0.07363295536178649,0.0
comm9,6.0,0.09277489287220785,0.0,0.0,0.11478429945489968,0.0
comm9,7.0,0.1117446485755552,0.0,0.0,0.15583552182827437,0.0
comm9,8.0,0.12927243455205978,0.0,0.0,0.18714989666793092,0.0
comm9,9.0,0.14443597988855186,0.0,0.0,0.20589743850803693,0.0
comm9,10.0,0.15168877577827852,0.0,0.0,0.20116453791755187,0.0
comm9,11.0,0.13278041476511718,0.0,0.0,0.1472365048829864,0.0
comm9,12.0,0.12033955793247657,0.0,0.0,0.12161214590504327,0.0
comm9,13.0,0.11156958793771996,0.0,0.0,0.10722034744982088,0.0
comm9,14.0,0.10510375331209255,0.0,0.0,0.09837806619044918,0.0
comm9,15.0,0.10018288270038431,0.0,0.0,0.09265565986512798,0.0
comm9,16.0,0.09634811210666974,0.0,0.0,0.0888406075681751,0.0
comm9,17.0,0.0933045820826296,0.0,0.0,0.08625976824789135,0.0
comm9,18.0,0.09085374373019414,0.0,0.0,0.08450923120887549,0.0
comm9,19.0,0.0888568202666983,0.0,0.0,0.08333194599184003,0.0
comm9,20.0,0.08721392641638004,0.0,0.0,0.08255715830310989,0.0
