Comm_name,t_switch,M0,n_present,n_producers,output,P_final,glv1_failed,glv2_failed
comm_91,10.718847047473371,3.0504614665246166,12,4,4.977206515664172,4.977206515664172,FALSE,FALSE
comm_92,8.861575341365898,3.0504614665246166,11,5,5.697338439031708,5.697338439031709,FALSE,FALSE
comm_93,9.710340160357502,3.0504614665246166,11,3,2.0091868752694166,2.0091868752694166,FALSE,FALSE
comm_94,12.966300909167398,3.0504614665246166,9,5,5.728551728056762,5.728551728056762,FALSE,FALSE
comm_95,10.455058380751478,3.0504614665246166,11,5,2.9274679165875703,2.927467917,FALSE,FALSE
comm_96,11.458415011205606,3.0504614665246166,10,2,1.295082973610244,1.2950829736102438,FALSE,FALSE
comm_97,9.831277830913685,3.0504614665246166,12,5,4.002709898293078,4.002709898293078,FALSE,FALSE
comm_98,9.63257417,3.0504614665246166,11,4,2.2260595117568447,2.2260595117568447,FALSE,FALSE
comm_99,11.48304378163798,3.0504614665246166,12,6,4.919478728633234,4.919478728633234,FALSE,FALSE
comm_100,9.159254491660349,3.0504614665246166,12,7,7.8580753769558624,7.8580753769558624,FALSE,FALSE
comm_101,9.929055958040992,3.0504614665246166,9,3,2.986986265325874,2.9869862653258736,FALSE,FALSE
comm_102,9.725472559,3.0504614665246166,11,4,2.174270208830362,2.174270208830361,FALSE,FALSE
comm_103,10.13363722736135,3.0504614665246166,10,3,2.142290268184464,2.1422902681844644,FALSE,FALSE
comm_104,9.967746474,3.0504614665246166,12,5,5.796202793584749,5.796202793584748,FALSE,FALSE
comm_105,10.026113665252284,3.0504614665246166,10,3,1.2274694317316723,1.2274694317316726,FALSE,FALSE
comm_106,10.308935903249845,3.0504614665246166,8,4,4.947365693652501,4.947365693652502,FALSE,FALSE
comm_107,9.366961492,3.0504614665246166,12,3,4.572119227,4.572119227,FALSE,FALSE
comm_108,10.785651009608443,3.0504614665246166,11,4,3.9581407120731846,3.958140712073185,FALSE,FALSE
comm_109,11.33049551084822,3.0504614665246166,12,3,2.1407785043393748,2.1407785043393748,FALSE,FALSE
comm_110,10.384403890734855,3.0504614665246166,11,5,4.269203483413426,4.269203483413426,FALSE,FALSE
comm_111,10.790726228124296,3.0504614665246166,12,5,2.4909315477083367,2.4909315477083367,FALSE,FALSE
comm_112,9.189314985704666,3.0504614665246166,12,5,4.429827671514175,4.429827671514175,FALSE,FALSE
comm_113,8.499432305775581,3.0504614665246166,11,6,9.983729459306137,9.983729459306137,FALSE,FALSE
comm_114,10.710940886725934,3.0504614665246166,12,4,2.1876760926525276,2.1876760926525276,FALSE,FALSE
comm_115,8.689178743814102,3.0504614665246166,11,6,7.798839206277042,7.7988392062770435,FALSE,FALSE
comm_116,10.385717656351904,3.0504614665246166,8,1,0.3077086174655345,0.3077086174655344,FALSE,FALSE
comm_117,10.123376303702006,3.0504614665246166,12,5,4.572969589915725,4.572969589915724,FALSE,FALSE
